[Shoot] 時間:  0.22s | 弾数: 59/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:139.55s | 弾数: 19/60  | Pellets: 1 | Dmg:     5,638 | Buffs: None
[Shoot] 時間:139.63s | 弾数: 18/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:139.72s | 弾数: 17/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間:139.80s | 弾数: 16/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:139.88s | 弾数: 15/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:139.97s | 弾数: 14/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間:140.05s | 弾数: 13/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:140.13s | 弾数: 12/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間:140.22s | 弾数: 11/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:140.30s | 弾数: 10/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:140.38s | 弾数:  9/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:140.47s | 弾数:  8/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Burst] Activate!
[Buff] Applied S2: 整備補給 (攻撃力) (atk_buff_fixed: 2966.8194) to レイ（仮称）
[Buff] Applied Burst: 攻撃態勢_Stage_0 (dummy_mode: 1) to レイ（仮称）
[Buff] Applied Burst: 攻撃態勢_Stage_1 (atk_dmg_buff: 0.359) to レイ（仮称）
[Buff] Applied Burst: 攻撃態勢_Stage_2 (atk_buff_fixed: 16191.014400000002) to レイ（仮称）
[Skill Dmg] 時間:140.50s | 名前:Burst: 攻撃態勢_Stage_3       | Dmg:   601,679 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Buff] Applied Burst: 攻撃態勢 (ダミー) (buff: 0) to レイ（仮称）
[Shoot] 時間:140.55s | 弾数:  7/60  | Pellets: 1 | Dmg:    26,815 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Skill Dmg] 時間:140.55s | 名前:S1: 殲滅支援 (攻撃態勢)           | Dmg:   261,012 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:140.63s | 弾数:  6/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:140.72s | 弾数:  5/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:140.80s | 弾数:  4/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:140.88s | 弾数:  3/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:140.97s | 弾数:  2/60  | Pellets: 1 | Dmg:    17,877 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:141.05s | 弾数:  1/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:141.13s | 弾数:  0/60  | Pellets: 1 | Dmg:    17,877 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Skill Dmg] 時間:141.13s | 名前:S1: 殲滅支援 (攻撃態勢)           | Dmg:   348,016 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:143.02s | 弾数: 59/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:143.10s | 弾数: 58/60  | Pellets: 1 | Dmg:    17,877 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:143.18s | 弾数: 57/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:143.27s | 弾数: 56/60  | Pellets: 1 | Dmg:    17,877 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:143.35s | 弾数: 55/60  | Pellets: 1 | Dmg:    26,815 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:143.43s | 弾数: 54/60  | Pellets: 1 | Dmg:    26,815 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:143.52s | 弾数: 53/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Skill Dmg] 時間:143.52s | 名前:S1: 殲滅支援 (攻撃態勢)           | Dmg:   348,016 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:143.60s | 弾数: 52/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:143.68s | 弾数: 51/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:143.77s | 弾数: 50/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:143.85s | 弾数: 49/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:143.93s | 弾数: 48/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:144.02s | 弾数: 47/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:144.10s | 弾数: 46/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Skill Dmg] 時間:144.10s | 名前:S1: 殲滅支援 (攻撃態勢)           | Dmg:   261,012 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:144.18s | 弾数: 45/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:144.27s | 弾数: 44/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:144.35s | 弾数: 43/60  | Pellets: 1 | Dmg:    17,877 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:144.43s | 弾数: 42/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:144.52s | 弾数: 41/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:144.60s | 弾数: 40/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:144.68s | 弾数: 39/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Skill Dmg] 時間:144.68s | 名前:S1: 殲滅支援 (攻撃態勢)           | Dmg:   261,012 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:144.77s | 弾数: 38/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:144.85s | 弾数: 37/60  | Pellets: 1 | Dmg:    26,815 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:144.93s | 弾数: 36/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:145.02s | 弾数: 35/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:145.10s | 弾数: 34/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:145.18s | 弾数: 33/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:145.27s | 弾数: 32/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Skill Dmg] 時間:145.27s | 名前:S1: 殲滅支援 (攻撃態勢)           | Dmg:   261,012 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:145.35s | 弾数: 31/60  | Pellets: 1 | Dmg:    26,815 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:145.43s | 弾数: 30/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:145.52s | 弾数: 29/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:145.60s | 弾数: 28/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:145.68s | 弾数: 27/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:145.77s | 弾数: 26/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:145.85s | 弾数: 25/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Skill Dmg] 時間:145.85s | 名前:S1: 殲滅支援 (攻撃態勢)           | Dmg:   261,012 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:145.93s | 弾数: 24/60  | Pellets: 1 | Dmg:    17,877 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:146.02s | 弾数: 23/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:146.10s | 弾数: 22/60  | Pellets: 1 | Dmg:    26,815 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:146.18s | 弾数: 21/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:146.27s | 弾数: 20/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:146.35s | 弾数: 19/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:146.43s | 弾数: 18/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Skill Dmg] 時間:146.43s | 名前:S1: 殲滅支援 (攻撃態勢)           | Dmg:   261,012 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:146.52s | 弾数: 17/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:146.60s | 弾数: 16/60  | Pellets: 1 | Dmg:    17,877 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:146.68s | 弾数: 15/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:146.77s | 弾数: 14/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:146.85s | 弾数: 13/60  | Pellets: 1 | Dmg:    17,877 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:146.93s | 弾数: 12/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:147.02s | 弾数: 11/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Skill Dmg] 時間:147.02s | 名前:S1: 殲滅支援 (攻撃態勢)           | Dmg:   261,012 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:147.10s | 弾数: 10/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:147.18s | 弾数:  9/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:147.27s | 弾数:  8/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:147.35s | 弾数:  7/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:147.43s | 弾数:  6/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:147.52s | 弾数:  5/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:147.60s | 弾数:  4/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Skill Dmg] 時間:147.60s | 名前:S1: 殲滅支援 (攻撃態勢)           | Dmg:   261,012 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:147.68s | 弾数:  3/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:147.77s | 弾数:  2/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:147.85s | 弾数:  1/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:147.93s | 弾数:  0/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:149.82s | 弾数: 59/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:149.90s | 弾数: 58/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:149.98s | 弾数: 57/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Skill Dmg] 時間:149.98s | 名前:S1: 殲滅支援 (攻撃態勢)           | Dmg:   261,012 | Hits:1 | Buffs:atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:150.07s | 弾数: 56/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:150.15s | 弾数: 55/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:150.23s | 弾数: 54/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:150.32s | 弾数: 53/60  | Pellets: 1 | Dmg:    17,877 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:150.40s | 弾数: 52/60  | Pellets: 1 | Dmg:    22,346 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:150.48s | 弾数: 51/60  | Pellets: 1 | Dmg:    13,407 | Buffs: atk_buff_fixed:19157.83 | dummy_mode:1.00 | atk_dmg_buff:0.36
[Shoot] 時間:150.57s | 弾数: 50/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間:150.65s | 弾数: 49/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:150.73s | 弾数: 48/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:150.82s | 弾数: 47/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:150.90s | 弾数: 46/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:150.98s | 弾数: 45/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:151.07s | 弾数: 44/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:151.15s | 弾数: 43/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:151.23s | 弾数: 42/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間:151.32s | 弾数: 41/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:151.40s | 弾数: 40/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間:151.48s | 弾数: 39/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:151.57s | 弾数: 38/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:151.65s | 弾数: 37/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:151.73s | 弾数: 36/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:151.82s | 弾数: 35/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:151.90s | 弾数: 34/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:151.98s | 弾数: 33/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間:152.07s | 弾数: 32/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:152.15s | 弾数: 31/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:152.23s | 弾数: 30/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:152.32s | 弾数: 29/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間:152.40s | 弾数: 28/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:152.48s | 弾数: 27/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間:152.57s | 弾数: 26/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間:152.65s | 弾数: 25/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:152.73s | 弾数: 24/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:152.82s | 弾数: 23/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:152.90s | 弾数: 22/60  | Pellets: 1 | Dmg:     5,638 | Buffs: None
[Shoot] 時間:152.98s | 弾数: 21/60  | Pellets: 1 | Dmg:     5,638 | Buffs: None
[Shoot] 時間:153.07s | 弾数: 20/60  | Pellets: 1 | Dmg:     5,638 | Buffs: None
[Shoot] 時間:153.15s | 弾数: 19/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間:153.23s | 弾数: 18/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:153.32s | 弾数: 17/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:153.40s | 弾数: 16/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:153.48s | 弾数: 15/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:153.57s | 弾数: 14/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:153.65s | 弾数: 13/60  | Pellets: 1 | Dmg:     7,518 | Buffs: None
[Shoot] 時間:153.73s | 弾数: 12/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:153.82s | 弾数: 11/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:153.90s | 弾数: 10/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:153.98s | 弾数:  9/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:154.07s | 弾数:  8/60  | Pellets: 1 | Dmg:     5,638 | Buffs: None
[Shoot] 時間:154.15s | 弾数:  7/60  | Pellets: 1 | Dmg:     9,397 | Buffs: None
[Shoot] 時間:154.23s | 弾数:  6/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:154.32s | 弾数:  5/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:154.40s | 弾数:  4/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:154.48s | 弾数:  3/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:154.57s | 弾数:  2/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:154.65s | 弾数:  1/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Shoot] 時間:154.73s | 弾数:  0/60  | Pellets: 1 | Dmg:     3,759 | Buffs: None
[Buff] Applied S2: 整備補給 (攻撃力) (atk_buff_fixed: 2966.8194) to レイ（仮称）
[Shoot] 時間:156.62s | 弾数: 59/60  | Pellets: 1 | Dmg:     8,391 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:156.70s | 弾数: 58/60  | Pellets: 1 | Dmg:    10,489 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:156.78s | 弾数: 57/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:156.87s | 弾数: 56/60  | Pellets: 1 | Dmg:    10,489 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:156.95s | 弾数: 55/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:157.03s | 弾数: 54/60  | Pellets: 1 | Dmg:    10,489 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:157.12s | 弾数: 53/60  | Pellets: 1 | Dmg:    10,489 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:157.20s | 弾数: 52/60  | Pellets: 1 | Dmg:    10,489 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:157.28s | 弾数: 51/60  | Pellets: 1 | Dmg:    10,489 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:157.37s | 弾数: 50/60  | Pellets: 1 | Dmg:    10,489 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:157.45s | 弾数: 49/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:157.53s | 弾数: 48/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:157.62s | 弾数: 47/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:157.70s | 弾数: 46/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:157.78s | 弾数: 45/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:157.87s | 弾数: 44/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:157.95s | 弾数: 43/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:158.03s | 弾数: 42/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:158.12s | 弾数: 41/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:158.20s | 弾数: 40/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:158.28s | 弾数: 39/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:158.37s | 弾数: 38/60  | Pellets: 1 | Dmg:    10,489 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:158.45s | 弾数: 37/60  | Pellets: 1 | Dmg:    12,586 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:158.53s | 弾数: 36/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:158.62s | 弾数: 35/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:158.70s | 弾数: 34/60  | Pellets: 1 | Dmg:    10,489 | Buffs: atk_buff_fixed:2966.82
[Shoot] 時間:158.78s | 弾数: 33/60  | Pellets: 1 | Dmg:     6,293 | Buffs: atk_buff_fixed:2966.82
