[Shoot] 時間:  0.22s | 弾数:299/300 | Pellets: 1 | Dmg:     3,940 | Buffs: charge_dmg_buff:0.42
[Skill Dmg] 時間:140.75s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:140.77s | 弾数:152/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:140.77s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:140.78s | 弾数:151/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:140.78s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:140.80s | 弾数:150/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:140.80s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:140.82s | 弾数:149/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:140.82s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:140.83s | 弾数:148/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:140.83s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:140.85s | 弾数:147/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:140.85s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:140.87s | 弾数:146/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:140.87s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:140.88s | 弾数:145/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:140.88s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:140.90s | 弾数:144/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:140.90s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:140.92s | 弾数:143/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:140.92s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:140.93s | 弾数:142/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:140.93s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,231 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:140.95s | 弾数:141/225 | Pellets: 1 | Dmg:     8,189 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:140.95s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,231 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:140.97s | 弾数:140/225 | Pellets: 1 | Dmg:     8,189 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:140.97s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,231 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:140.98s | 弾数:139/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:140.98s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.00s | 弾数:138/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.00s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.02s | 弾数:137/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.02s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.03s | 弾数:136/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.03s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.05s | 弾数:135/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.05s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.07s | 弾数:134/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.07s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,231 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.08s | 弾数:133/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.08s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.10s | 弾数:132/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.10s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.12s | 弾数:131/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.12s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.13s | 弾数:130/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.13s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.15s | 弾数:129/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.15s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,231 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.17s | 弾数:128/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.17s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.18s | 弾数:127/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.18s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.20s | 弾数:126/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.20s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.22s | 弾数:125/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.22s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.23s | 弾数:124/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.23s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.25s | 弾数:123/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.25s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.27s | 弾数:122/225 | Pellets: 1 | Dmg:     8,189 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.27s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.28s | 弾数:121/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.28s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.30s | 弾数:120/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.30s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.32s | 弾数:119/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.32s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,231 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.33s | 弾数:118/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.33s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.35s | 弾数:117/225 | Pellets: 1 | Dmg:     8,189 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.35s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.37s | 弾数:116/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.37s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,231 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.38s | 弾数:115/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.38s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.40s | 弾数:114/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.40s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.42s | 弾数:113/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.42s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.43s | 弾数:112/225 | Pellets: 1 | Dmg:     8,189 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.43s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     2,231 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.45s | 弾数:111/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.45s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.47s | 弾数:110/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.47s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.48s | 弾数:109/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.48s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.50s | 弾数:108/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.50s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.52s | 弾数:107/225 | Pellets: 1 | Dmg:     8,189 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.52s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.53s | 弾数:106/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Skill Dmg] 時間:141.53s | 名前:Skill 1: 高速進化 (追加ダメージ)    | Dmg:     1,008 | Hits:1 | Buffs:charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
[Shoot] 時間:141.55s | 弾数:105/225 | Pellets: 1 | Dmg:     5,098 | Buffs: charge_dmg_buff:0.42 | hit_rate_buff:0.09 | atk_buff_rate:0.29 | [Evolution x5 (Val:0.71)] | [EvolutionPenalty x5 (Val:-0.25)]
